Alan Ford;244;La bella di Rio ;Perucca D;Bunker Max;Max Bunker Production;F
Alan Ford;246;Terremoto ;Perucca D;Bunker Max;Max Bunker Production;F
Alan Ford;247;Skate-board boys ;Perucca D;Bunker Max;Max Bunker Production;F
Alan Ford;249;Stretta finale ;Perucca D;Bunker Max;Max Bunker Production;F
Alan Ford;250;Il padrinino ;Perucca D;Bunker Max;Max Bunker Production;F
Alan Ford;251;Finalissima al cianuro ;Perucca D;Bunker Max;Max Bunker Production;F
Alan Ford;253;Anten-man ;Perucca D;Bunker Max;Max Bunker Production;F
Alan Ford;254;Catturate Anten-man! ;Perucca D;Bunker Max;Max Bunker Production;F
Alan Ford;256;Elvis `90 ;Perucca D;Bunker Max;Max Bunker Production;F
Alan Ford;257;Operazione recupero ;Perucca D;Bunker Max;Max Bunker Production;F
Alan Ford;259;Pazzie dell`anno ;Perucca D;Bunker Max;Max Bunker Production;F
Alan Ford;260;Cercate Tobia Quantrill ;Perucca D;Bunker Max;Max Bunker Production;F
Alan Ford;262;Una tomba per Bob ;Perucca D;Bunker Max;Max Bunker Production;F
Alan Ford;263;Zippel ;Perucca D;Bunker Max;Max Bunker Production;F
Alan Ford;265;Ritorna Anten-man! ;Perucca D;Bunker Max;Max Bunker Production;F
Alan Ford;266;Doppio Anten-man! ;Perucca D;Bunker Max;Max Bunker Production;F
